Name,Address,Phone,Email,Website,Url
Berlin University of The Arts,Straße des 17. Juni 118 - 10623 Berlin -,+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
Berlin Weissensee School of Art,Bühringstraße 20 - 13086 Berlin -,+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
Best-Sabel-Bildungszentrum Gmbh,Lindenstraße 42 - 12555 Berlin -,+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
BSP Business School Berlin,Calandrellistraße 1-9  - 12247 Berlin -,+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
Bunka Fashion College,"3-22-1, Yoyogi,Shibuya-ku - 151-8522 Tokyo -",+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
Central Saint Martins College of Arts & Design,1 Granary Sq King's Cross - N1C 4AA London -,+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
Centro Superior de Diseno de Moda de Madrid,"Ctra. Valencia, Km. 7 Campus Sur - 28031 Madrid -",+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
E.N.S.A.D - Ecole Nationale Supérieure des Arts Décoratifs,"31, rue d'Ulm - 75005 Paris -",+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
EBC University Of Applied Sciences,Hauptstraße 27 - 10827 Berlin -,+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
010 Publishers,,+31 (0)1 04 33 35 09,010@010.nl,http://www.010.nl,https://www.modemonline.com/art/art-connections/editors-and-media
Ecole de la Chambre syndicale de la Couture Parisienne,"119, rue Réaumur - 75002 Paris -",+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
Ecole Nationale de Mode et Matière,31 rue d'Ulm - 75005 Paris -,+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
Sales campaign  SS23,Riccardo Grassi Showroom,+39 02 36 75 49 50,info@matteodelcherico.com,http://www.rainbowwave.com/,https://www.modemonline.com/fashion/sales-campaigns/brands/spring-summer-2023
3sat. Bilderstreit,,+31 (0)1 04 33 35 09,010@010.nl,http://www.010.nl,https://www.modemonline.com/art/art-connections/editors-and-media
A Prior Magazine,,+31 (0)1 04 33 35 09,010@010.nl,http://www.010.nl,https://www.modemonline.com/art/art-connections/editors-and-media
Ecole Supérieure des Arts Appliqués Duperré,"11, rue du Petit Thouars - 75003 Paris -",+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
Escuela Internacional de Diseno y Moda Isa,"C/ Andrés Mellado, 6 - 28015 Madrid -",+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
Escuela Internacional de Diseno y Moda Isa,"C/Toledo, 119 - 28005 Madrid -",+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
Sales campaign  SS23,Massimo Bonini Showroom,+39 02 36 75 49 50,info@matteodelcherico.com,http://www.rainbowwave.com/,https://www.modemonline.com/fashion/sales-campaigns/brands/spring-summer-2023
Sales campaign  SS23,Point di Mariapia Bernardis and co.,+39 02 36 75 49 50,info@matteodelcherico.com,http://www.rainbowwave.com/,https://www.modemonline.com/fashion/sales-campaigns/brands/spring-summer-2023
Aalto University School of Art and Design,Hämeentie 135 C - 00076 HelsinkiFinland,+358 9 47 001,info@taik.fi,http://www.taik.aalto.fi/en/,https://www.modemonline.com/design/design-connections/design-schools
a.p.r.e.s,,+31 (0)1 04 33 35 09,010@010.nl,http://www.010.nl,https://www.modemonline.com/art/art-connections/editors-and-media
ESME,Edificio Las Fuentes - Calle Juan Hurtado de Mendoza 4 - 28036 Madrid -,+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
ESME,Calle Luis de Baeza 2-4 - 04009 Almeria -,+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
Sales campaign  SS23,via Carlo Botta 8,+39 02 36 75 49 50,info@matteodelcherico.com,http://www.rainbowwave.com/,https://www.modemonline.com/fashion/sales-campaigns/brands/spring-summer-2023
,,+39 02 36 75 49 50,info@matteodelcherico.com,http://www.rainbowwave.com/,https://www.modemonline.com/fashion/sales-campaigns/brands/spring-summer-2023
Aarhus School of Architecture,Nørreport 20 - 8000 AarhusDenmark,+358 9 47 001,info@taik.fi,http://www.taik.aalto.fi/en/,https://www.modemonline.com/design/design-connections/design-schools
ABADIR Accademia di Design e Arti Visive,via Giacomo Leopardi 8 - 95030 CataniaItaly,+358 9 47 001,info@taik.fi,http://www.taik.aalto.fi/en/,https://www.modemonline.com/design/design-connections/design-schools
Actes Sud,,+31 (0)1 04 33 35 09,010@010.nl,http://www.010.nl,https://www.modemonline.com/art/art-connections/editors-and-media
Aesthetica Magazine,,+31 (0)1 04 33 35 09,010@010.nl,http://www.010.nl,https://www.modemonline.com/art/art-connections/editors-and-media
Antik Batik,"8 rue du Foin 75003 Paris, France",+33 (0)1 48 87 90 29,partenariat@antikbatik.fr,https://www.antikbatik.com,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/antikbatik
Anthony Peto,"56 rue Tiquetonne  75002 Paris, France",+33 (0)1 40 26 60 68,press@carolinecharles.fr,http://www.anthonypeto.com,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/anthonypeto
Esmod,"12, rue de la Rochefoucauld - 75009 Paris -",+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
Esmod International Berlin,"Görlitzer Straße, 51 - 10997 Berlin -",+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
Esmod International Oslo,Kirkegata 20 - 0153 Oslo -,+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
Sales campaign  SS23,LAB fashion agency,+39 02 36 75 49 50,info@matteodelcherico.com,http://www.rainbowwave.com/,https://www.modemonline.com/fashion/sales-campaigns/brands/spring-summer-2023
Sales campaign  SS23,,+39 02 36 75 49 50,info@matteodelcherico.com,http://www.rainbowwave.com/,https://www.modemonline.com/fashion/sales-campaigns/brands/spring-summer-2023
Alpha Studio,"via Montefortini 50/54 59015 Comeana (Prato), Italy",+39  055 87 441,info@francorossi.it,https://www.alpha-studio.com/en/,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/alpha_studio
...XYZ Design,72 Waterkant Street - 8001 Cape Town - South Africa,+27 0 21 421 72 36,info@dddxyz.com,http://www.dddxyz.com/,https://www.modemonline.com/design/design-connections/designers
22/4_Hommes_Femmes,"Feldstrasse 21 40479 Düsseldorf, Germany",+49 (0)211 164 564-11,annablume@quinto.com,http://www.224hommesfemmes.com,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/224hommesfemmes
"""it",,+49 (0)30 44 05 09 80,contact@itfashion.com,http://www.itfashion.com,https://www.modemonline.com/fashion/mini-web-sites/editors-and-media
Academie Beeldende Kunsten Maastricht,Herdenkingsplein 12   - 6211 PW  MaastrichtThe Netherlands,+358 9 47 001,info@taik.fi,http://www.taik.aalto.fi/en/,https://www.modemonline.com/design/design-connections/design-schools
"Academy of Arts, Architecture and Design in Prague",Námestí Jana Palacha 80 - 116 93 PragueCzech Republic,+358 9 47 001,info@taik.fi,http://www.taik.aalto.fi/en/,https://www.modemonline.com/design/design-connections/design-schools
Afterall,,+31 (0)1 04 33 35 09,010@010.nl,http://www.010.nl,https://www.modemonline.com/art/art-connections/editors-and-media
Aperture magazine,,+31 (0)1 04 33 35 09,010@010.nl,http://www.010.nl,https://www.modemonline.com/art/art-connections/editors-and-media
ESMOD/ISEM PANTIN,30 avenue Jean Lolive - 93500 Pantin -,+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
Esmode Japon,"3-29-6 Ebisu,Shibuya-ku - 150-0013 Tokyo -",+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
Fashion Design Institut,Oberbilker Allee 282-286 - 40227 Düsseldorf -,+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
,,+39 02 36 75 49 50,info@matteodelcherico.com,http://www.rainbowwave.com/,https://www.modemonline.com/fashion/sales-campaigns/brands/spring-summer-2023
Sales campaign  SS23,,+39 02 36 75 49 50,info@matteodelcherico.com,http://www.rainbowwave.com/,https://www.modemonline.com/fashion/sales-campaigns/brands/spring-summer-2023
.PSLAB,P.O.BOX 175636 - Beirut - Lebanon,+27 0 21 421 72 36,info@dddxyz.com,http://www.dddxyz.com/,https://www.modemonline.com/design/design-connections/designers
032c,,+49 (0)30 44 05 09 80,contact@itfashion.com,http://www.itfashion.com,https://www.modemonline.com/fashion/mini-web-sites/editors-and-media
Academy of Fine Arts and Design Bratislava,Hviezdoslavovo nám. 18 - 81437 BratislavaSlovak Republic,+358 9 47 001,info@taik.fi,http://www.taik.aalto.fi/en/,https://www.modemonline.com/design/design-connections/design-schools
ADP- Associaciòn de Dissenyadors professionals,Carrer de Balmes 201 - 08006 BarcelonaSpain,+358 9 47 001,info@taik.fi,http://www.taik.aalto.fi/en/,https://www.modemonline.com/design/design-connections/design-schools
Art and Signature,,+31 (0)1 04 33 35 09,010@010.nl,http://www.010.nl,https://www.modemonline.com/art/art-connections/editors-and-media
Art Collector,,+31 (0)1 04 33 35 09,010@010.nl,http://www.010.nl,https://www.modemonline.com/art/art-connections/editors-and-media
Alice + Olivia,"450 West 14th St - 11th Floor NY 10014 New York, United States",+1 (646) 747 1461,press@aliceandolivia.com,http://www.aliceandolivia.com,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/aliceandolivia
Fashion Institute of Technology (FIT),227 West 27th Street - 10001 New York -,+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
Fashion Law Institute,150 W. 62nd Street - 10023 New York -,+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
Haute Ecole Francisco Ferrer,"4, rue de la Fontaine - 1000 Brussels -",+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
Sales campaign  SS23,Franklin  Showroom,+39 02 36 75 49 50,info@matteodelcherico.com,http://www.rainbowwave.com/,https://www.modemonline.com/fashion/sales-campaigns/brands/spring-summer-2023
Sales campaign  SS23,Showroom Drome,+39 02 36 75 49 50,info@matteodelcherico.com,http://www.rainbowwave.com/,https://www.modemonline.com/fashion/sales-campaigns/brands/spring-summer-2023
Ffixxed Studios,"ROOM 702, 63 TAI YIP ST, KOWLOON BAY 0000 Kowloon, Hong Kong",852,office@ffixxed.com,http://ffixxed.com,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/ffixxed-studios
4P1B Design Studio,"Via Martiri Oscuri, 25 - 20128 Milan - Italy",+27 0 21 421 72 36,info@dddxyz.com,http://www.dddxyz.com/,https://www.modemonline.com/design/design-connections/designers
10 Magazine,,+49 (0)30 44 05 09 80,contact@itfashion.com,http://www.itfashion.com,https://www.modemonline.com/fashion/mini-web-sites/editors-and-media
Akademie für Gestaltung und Design,Mühldorfstraße 6 - 81671 MunichGermany,+358 9 47 001,info@taik.fi,http://www.taik.aalto.fi/en/,https://www.modemonline.com/design/design-connections/design-schools
Architectural Association (AA) School of Architecture,36 Bedford Square - WC1B 3ES  LondonUnited Kingdom,+358 9 47 001,info@taik.fi,http://www.taik.aalto.fi/en/,https://www.modemonline.com/design/design-connections/design-schools
Art in America Magazine,,+31 (0)1 04 33 35 09,010@010.nl,http://www.010.nl,https://www.modemonline.com/art/art-connections/editors-and-media
Art Media Agency,,+31 (0)1 04 33 35 09,010@010.nl,http://www.010.nl,https://www.modemonline.com/art/art-connections/editors-and-media
Haute Future Fashion Academy,via Santa Marta 2 - Milan -,+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
Hogeschool Antwerpen Fashion Department,Lange Nieuwstraat 101 - 2000 Antwerpen -,+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
IDEP,"Av. Diagonal, 401 - 08008 Barcelona -",+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
Sales campaign  SS23,Showroom Faliero Sarti,+39 02 36 75 49 50,info@matteodelcherico.com,http://www.rainbowwave.com/,https://www.modemonline.com/fashion/sales-campaigns/brands/spring-summer-2023
5.5 Designers,"80, rue du Faubourg Saint-Denis - 75010 Paris - France",+27 0 21 421 72 36,info@dddxyz.com,http://www.dddxyz.com/,https://www.modemonline.com/design/design-connections/designers
Faliero Sarti,"via Vittorio Alfieri 88 50013 Campi Bisenzio (FI), Italy",+39 055 89 66 250,accessorio@falierosarti.com,http://www.falierosarti.com,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/falierosarti
And Wander,"4-28-8 Daizawa  Setagaya-ku 155-0032 Tokyo, Japan",+81 (0)3-5787-3463,sales_i@andwander.com,https://andwander.com,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/and-wander
7HOLLYWOOD,,+49 (0)30 44 05 09 80,contact@itfashion.com,http://www.itfashion.com,https://www.modemonline.com/fashion/mini-web-sites/editors-and-media
Facetasm,"AOYAMA Corp. no.401 4-3-27 Shibuya, Shibuya-ku, 150-0002 Tokyo, Japan",+81(0)3-6434-9893,emilie@facetasm.jp,https://store.facetasm.jp,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/facetasm
1972 Desa,"Halkali Cad. No. 208 Sefakoy 34295 Istanbul, Turkey",+90 212 698 98 00,burak.celet@desa.com.tr,http://www.desa1972.com,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/desa1972
Art Academy of Latvia,13 Kalpaka boulv. - 1867  RigaLatvia,+358 9 47 001,info@taik.fi,http://www.taik.aalto.fi/en/,https://www.modemonline.com/design/design-connections/design-schools
Esemplare,"via Italia 6a 10093  Collegno, Italy",+39 011 45 31 597,showroom@esemplare.it,https://www.esemplare.com,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/esemplare_fashion_brand
Yanina,"6 build 6/1, Tverskaya street 125009 Moscow, Russia",140265555,yaninacouture.com,https://www.instagram.com/yaninacouture/?hl=fr,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/yanina-couture
Zadig & Voltaire,"11 avenue Iéna  75016 Paris, France",+33 (0) 1 42 21 88 88,cjaquinandi@zadigetvoltaire.com,http://www.zadigetvoltaire.com,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/zadigetvoltaire
Art Monthly,,+31 (0)1 04 33 35 09,010@010.nl,http://www.010.nl,https://www.modemonline.com/art/art-connections/editors-and-media
Art on Air,,+31 (0)1 04 33 35 09,010@010.nl,http://www.010.nl,https://www.modemonline.com/art/art-connections/editors-and-media
IED - Istituto Europeo di Design,via A. Sciesa 4 - 20135 Milan -,+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
IED - Istituto Europeo di Design,via Maurizio Bufalini 6/r - 50122 Florence -,+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
IED Moda Lab,via Pompeo Leoni 3 - 20141 Milan -,+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
Sales campaign  SS23,Franklin  Showroom,+39 02 36 75 49 50,info@matteodelcherico.com,http://www.rainbowwave.com/,https://www.modemonline.com/fashion/sales-campaigns/brands/spring-summer-2023
Sales campaign  SS23,via Tucidide 56,+39 02 36 75 49 50,info@matteodelcherico.com,http://www.rainbowwave.com/,https://www.modemonline.com/fashion/sales-campaigns/brands/spring-summer-2023
A&E Design,Rehnsgatan 11 - S-113 57 Stockholm - Sweden,+27 0 21 421 72 36,info@dddxyz.com,http://www.dddxyz.com/,https://www.modemonline.com/design/design-connections/designers
A Magazine Curated By,,+49 (0)30 44 05 09 80,contact@itfashion.com,http://www.itfashion.com,https://www.modemonline.com/fashion/mini-web-sites/editors-and-media
Art Center College of Design,1700 Lida Street - 91103  PasadenaUnited States,+358 9 47 001,info@taik.fi,http://www.taik.aalto.fi/en/,https://www.modemonline.com/design/design-connections/design-schools
Art Papers,,+31 (0)1 04 33 35 09,010@010.nl,http://www.010.nl,https://www.modemonline.com/art/art-connections/editors-and-media
IFA PARIS,18/24 Quai de la Marne - 75019 Paris -,+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
IFA Paris - Campus D'istanbul,Kadir Has Caddesi Cibali - 34083 Istanbul -,+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
Sales campaign  SS23,,+39 02 36 75 49 50,info@matteodelcherico.com,http://www.rainbowwave.com/,https://www.modemonline.com/fashion/sales-campaigns/brands/spring-summer-2023
A+A Cooren,"36, rue Etienne Dolet - 75020 Paris - France",+27 0 21 421 72 36,info@dddxyz.com,http://www.dddxyz.com/,https://www.modemonline.com/design/design-connections/designers
Y-3,"Adi-Dassler-Strasse 1 91074 Herzogenaurach, Germany",+49 (0)9132 840,roel.decooman@haebmau.de,https://www.adidas.com/y_3,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/y-3
Accessories Magazine,,+49 (0)30 44 05 09 80,contact@itfashion.com,http://www.itfashion.com,https://www.modemonline.com/fashion/mini-web-sites/editors-and-media
Artesis Plantijn Hogeschool Antwerpen,Lange Nieuwstraat 101 - 2000 AntwerpenBelgium,+358 9 47 001,info@taik.fi,http://www.taik.aalto.fi/en/,https://www.modemonline.com/design/design-connections/design-schools
Art press,,+31 (0)1 04 33 35 09,010@010.nl,http://www.010.nl,https://www.modemonline.com/art/art-connections/editors-and-media
IFA Paris - Campus de Shanghai,350 Xianxia Road  - 200336 Shanghai -,+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
Institut Français de la Mode,"36, quai d'Austerlitz - 75013 Paris -",+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
A2029,Prinzessinnenstr. 16 - 10969  Berlin - Germany,+27 0 21 421 72 36,info@dddxyz.com,http://www.dddxyz.com/,https://www.modemonline.com/design/design-connections/designers
Werkstatt:München,"Fraunhoferstraße 31 80469 Munich, Germany",+49 89 20 20 84 50,info@werkstatt-muenchen.com,http://www.werkstatt-munchen.com/,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/werkstattmunchen
Visvim,"3-3-10 Higashiyama, Osawa Bldg. 3f - Meguro-ku 153-0043 Tokyo, Japan",+81 3 57 25 95 65,richard@visvim.tv,http://www.visvim.tv,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/visvim
Vìen,"P.zza XX Settembre, 10 / Putignano (BA) 70017 Putignano BA, Italy",https://www.instagram.com/vien_atelier/?hl=it,sales@vien.it,https://www.vien.it/contact/,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/ven
Van Palma,,,victoria@vanpalma.com,https://www.vanpalma.com,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/vanpalma
Achtung Zeitschrift für Mode,,+49 (0)30 44 05 09 80,contact@itfashion.com,http://www.itfashion.com,https://www.modemonline.com/fashion/mini-web-sites/editors-and-media
Australian Academy of Design,220 Ingles Street - 3207 MelbourneAustralia,+358 9 47 001,info@taik.fi,http://www.taik.aalto.fi/en/,https://www.modemonline.com/design/design-connections/design-schools
"Bau, Centro Universitario de Diseño de Barcelona","c/ Pujades, 118 - 08005 BarcelonaSpain",+358 9 47 001,info@taik.fi,http://www.taik.aalto.fi/en/,https://www.modemonline.com/design/design-connections/design-schools
Art World,,+31 (0)1 04 33 35 09,010@010.nl,http://www.010.nl,https://www.modemonline.com/art/art-connections/editors-and-media
Art World Magazine,,+31 (0)1 04 33 35 09,010@010.nl,http://www.010.nl,https://www.modemonline.com/art/art-connections/editors-and-media
Institute of Fashion Design,Freilager-Platz 1 - CH-4023 Basel -,+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
Istituto di Moda Burgo,p.zza San Babila 5 - 20122 Milan -,+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
Istituto Lorenzo de medici,via Faenza 43  - 50123 Florence -,+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
Sales campaign  SS23,Guidi_Hub,+39 02 36 75 49 50,info@matteodelcherico.com,http://www.rainbowwave.com/,https://www.modemonline.com/fashion/sales-campaigns/brands/spring-summer-2023
Vann,"S02, Cita, 65 Tai Yip Street Kowloon, Hong Kong",,info@vannjewellery.com,https://www.vannjewellery.com,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/vann
Trippen,"Puschkinallee 41 12435 Berlin, Germany",+49 30 280 49 33,info@trippen.com,http://www.trippen.com,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/trippen
ABD Architects,"Prospect Mira, 26, bld 1, 3 floor - 129090 Moscow - Russia",+27 0 21 421 72 36,info@dddxyz.com,http://www.dddxyz.com/,https://www.modemonline.com/design/design-connections/designers
Transit,"Via Brenta, 5 36010 Carré (VI), Italy",+39 0445 31 43 07,sales@transit.it,http://www.transit.it,https://www.modemonline.com/fashion/mini-web-sites/fashion-brands/references/transitparsuch
Acne Paper,,+49 (0)30 44 05 09 80,contact@itfashion.com,http://www.itfashion.com,https://www.modemonline.com/fashion/mini-web-sites/editors-and-media
Beckmans College of Design,Brahegatan 10 - 114 37 StockholmSweden,+358 9 47 001,info@taik.fi,http://www.taik.aalto.fi/en/,https://www.modemonline.com/design/design-connections/design-schools
Bergen National Academy of the Arts,Strømgaten 1  - 5015 BergenNorway,+358 9 47 001,info@taik.fi,http://www.taik.aalto.fi/en/,https://www.modemonline.com/design/design-connections/design-schools
Art*Texts*Pics,,+31 (0)1 04 33 35 09,010@010.nl,http://www.010.nl,https://www.modemonline.com/art/art-connections/editors-and-media
art.es,,+31 (0)1 04 33 35 09,010@010.nl,http://www.010.nl,https://www.modemonline.com/art/art-connections/editors-and-media
Istituto Marangoni Firenze,via de' Tornabuoni 17 - 50123 Florence -,+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
Istituto Marangoni London,"30, Fashion Street - E1 6PX London -",+31(0)20 751 1776,info@academieartemis.nl,http://www.stylingacademie.nl,https://www.modemonline.com/fashion/mini-web-sites/fashion-schools
,,+39 02 36 75 49 50,info@matteodelcherico.com,http://www.rainbowwave.com/,https://www.modemonline.com/fashion/sales-campaigns/brands/spring-summer-2023
