Business Name,Full Name,First Name,Last Name,Street Address,Valid To,State,Zip,Description,Phone Number,Phone Number 1,Email,Business_Site,Social_Media,Record_Type,Category,Rating,Reviews,Source_URL,Detail_Url,Services,Latitude,Longitude,Occupation,Business_Type,Lead_Source,State_Abrv,State_TZ,State_Type,SIC_Sectors,SIC_Categories,SIC_Industries,NAICS_Code,Quick_Occupation,Scraped_date,Meta_Description
McGrath Buick/GMC/Cadillac,,,,1600 A 51st Street NE,,IA,52402,,(319) 243-3124,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/AutomobileTruckVans/McGrath-BuickGMCCadillac-5899,,,,Automobile/Truck/Vans,,cedarrapids,,,,,,,,,2022-12-08 11:22:12,
Pat McGrath Chrysler/Jeep/Dodge/Ram,,,,4610 Center Point Rd NE,,IA,52402  2412,,(319) 393-4610,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/AutomobileTruckVans/Pat-McGrath-ChryslerJeepDodgeRam-5939,,,,Automobile/Truck/Vans,,cedarrapids,,,,,,,,,2022-12-08 11:22:12,
McGrath Marion Used Car Superstore,,,,675 Blairs Ferry Rd,,IA,52302,,(888) 904-8643,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/AutomobileTruckVans/McGrath-Marion-Used-Car-Superstore-6297,,,,Automobile/Truck/Vans,,cedarrapids,,,,,,,,,2022-12-08 11:22:12,
McGrath Ford,,,,1040 N Center Point RD,,IA,52233,,(319) 366-4000,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/AutomobileTruckVans/McGrath-Ford-6969,,,,Automobile/Truck/Vans,,cedarrapids,,,,,,,,,2022-12-08 11:22:12,
Pat McGrath Chevyland,,,,1600 51st St NE,,IA,52402  2410,,(319) 393-6300,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/AutomobileTruckVans/Pat-McGrath-Chevyland-5938,,,,Automobile/Truck/Vans,,cedarrapids,,,,,,,,,2022-12-08 11:22:12,
McGrath Hawkeye Harley-Davidson,,,,120 Westcor Drive,,IA,52241,,(319) 545-7495,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/AutomobileTruckVans/McGrath-Hawkeye-HarleyDavidson-6299,,,,Automobile/Truck/Vans,,cedarrapids,,,,,,,,,2022-12-08 11:22:12,
GTG Peterbilt - Cedar Rapids,,,,9201 6th St SW,,IA,52404  9071,,(319) 777-0503,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/AutomobileTruckVans/GTG-Peterbilt-Cedar-Rapids-5792,,,,Automobile/Truck/Vans,,cedarrapids,,,,,,,,,2022-12-08 11:22:12,
Thompson Truck & Trailer,,,,7820 6th Street SW,,IA,52404,,(319) 364-2491,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/AutomobileTruckVans/Thompson-Truck-Trailer-6556,,,,Automobile/Truck/Vans,,cedarrapids,,,,,,,,,2022-12-08 11:22:12,
"VSPEC, LLC",,,,4200 C Street SW,,IA,52404,,(866) 403-5338,,,,,Business,,,,https://web.cedarrapids.org/allcategories,"https://web.cedarrapids.org/AutomobileTruckVans/VSPEC,-LLC-6458",,,,Automobile/Truck/Vans,,cedarrapids,,,,,,,,,2022-12-08 11:22:12,
Sadler Power Train,,,,2150 Sadler Drive SW,,IA,52404,,(319) 366-8238,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/AutomobileTruckVans/Sadler-Power-Train-9564,,,,Automobile/Truck/Vans,,cedarrapids,,,,,,,,,2022-12-08 11:22:12,
Truck Country of Cedar Rapids,,,,8415 6th St SW,,IA,52404  3417,,(319) 365-0531,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/AutomobileTruckVans/Truck-Country-of-Cedar-Rapids-6000,,,,Automobile/Truck/Vans,,cedarrapids,,,,,,,,,2022-12-08 11:22:12,
Milex Complete Auto Care,,,,2010 Sylvia Ave. NE S Ste #1,,IA,52402,,(319) 382-0090,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/AutomobileTruckVans/Milex-Complete-Auto-Care-8167,,,,Automobile/Truck/Vans,,cedarrapids,,,,,,,,,2022-12-08 11:22:12,
"Professional Muffler, Inc. - 3rd St",,,,624 3rd St. SE,,IA,52403,,(319) 366-3189,,,,,Business,,,,https://web.cedarrapids.org/allcategories,"https://web.cedarrapids.org/AutomobileTruckVans/Professional-Muffler,-Inc-3rd-St-6272",,,,Automobile/Truck/Vans,,cedarrapids,,,,,,,,,2022-12-08 11:22:12,
J.D. Byrider,,,,3837 1st Ave SE,,IA,52402  5602,,(319) 866-7179,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/AutomobileTruckVans/JD-Byrider-5863,,,,Automobile/Truck/Vans,,cedarrapids,,,,,,,,,2022-12-08 11:22:12,
"Professional Muffler, Inc.",,,,120 Collins Rd NE,,IA,52402  3229,,(319) 373-7020,,,,,Business,,,,https://web.cedarrapids.org/allcategories,"https://web.cedarrapids.org/AutomobileTruckVans/Professional-Muffler,-Inc-5954",,,,Automobile/Truck/Vans,,cedarrapids,,,,,,,,,2022-12-08 11:22:12,
Tommy's Express Car Wash - SE,,,,4035 1st Ave SE,,IA,52402,,(319) 450-0841,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/AutomobileTruckVans/Tommy%27s-Express-Car-Wash-SE--9730,,,,Automobile/Truck/Vans,,cedarrapids,,,,,,,,,2022-12-08 11:22:12,
Tommy's Express Car Wash - SW,,,,4420 Westdale Pkwy SW #114,,IA,52404,,(319) 541-5952,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/AutomobileTruckVans/Tommy%27s-Express-Car-Wash-SW-9413,,,,Automobile/Truck/Vans,,cedarrapids,,,,,,,,,2022-12-08 11:22:12,
Budget Car/Truck Rental & Sales,,,,5040 Council St NE,,IA,52402  2405,,(319) 294-8400,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/AutomobileTruckVans/Budget-CarTruck-Rental-Sales-5784,,,,Automobile/Truck/Vans,,cedarrapids,,,,,,,,,2022-12-08 11:22:12,
Van Horn Automotive Group,,,,7300 28th Avenue,,IA,52315,,(319) 205-6286,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/AutomobileTruckVans/Van-Horn-Automotive-Group-9049,,,,Automobile/Truck/Vans,,cedarrapids,,,,,,,,,2022-12-08 11:22:12,
Tires Plus Total Car Care,,,,120 Collins Rd SE,,IA,52403,,(319) 373-2308,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/AutomobileTruckVans/Tires-Plus-Total-Car-Care-1665,,,,Automobile/Truck/Vans,,cedarrapids,,,,,,,,,2022-12-08 11:22:12,
All Tune & Lube,,,,941 Blairsferry Road NE,,IA,52402,,(319) 550-3390,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/AutomobileTruckVans/All-Tune-Lube-6693,,,,Automobile/Truck/Vans,,cedarrapids,,,,,,,,,2022-12-08 11:22:12,
Boubin Automotive Service,,,,799 Blairs Ferry Rd NE,,IA,52402,,(319) 395-0030,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/AutomobileTruckVans/Boubin-Automotive-Service-5778,,,,Automobile/Truck/Vans,,cedarrapids,,,,,,,,,2022-12-08 11:22:12,
The Hotel at Kirkwood Center,,,,7725 Kirkwood Blvd SW,,IA,52404  5231,,(319) 848-8700,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/Banquet-FacilitiesMeeting-Rooms/The-Hotel-at-Kirkwood-Center-6061,,,,Banquet Facilities/Meeting Rooms,,cedarrapids,,,,,,,,,2022-12-08 11:22:15,
Kirkwood Corporate Training,,,,1770 Boyson Rd,,IA,52233  2342,,(319) 398-5435,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/Banquet-FacilitiesMeeting-Rooms/Kirkwood-Corporate-Training-6190,,,,Banquet Facilities/Meeting Rooms,,cedarrapids,,,,,,,,,2022-12-08 11:22:15,
Hy-Vee Food Store #3,,,,20 Wilson Ave SW,,IA,52404  5684,,(319) 366-2700,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/Banquet-FacilitiesMeeting-Rooms/HyVee-Food-Store-3-6068,,,,Banquet Facilities/Meeting Rooms,,cedarrapids,,,,,,,,,2022-12-08 11:22:15,
DoubleTree by Hilton,,,,350 1st Avenue NE,,IA,52401  1108,,(319) 731-4444,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/Banquet-FacilitiesMeeting-Rooms/DoubleTree-by-Hilton-6062,,,,Banquet Facilities/Meeting Rooms,,cedarrapids,,,,,,,,,2022-12-08 11:22:15,
Ramada by Wyndham,,,,525 33rd Ave SW,,IA,52404  5408,,(319) 536-1567,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/Banquet-FacilitiesMeeting-Rooms/Ramada-by-Wyndham-6913,,,,Banquet Facilities/Meeting Rooms,,cedarrapids,,,,,,,,,2022-12-08 11:22:15,
Cedar Rapids Marriott,,,,1200 Collins Rd NE,,IA,52402  2008,,(319) 393-6600,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/Banquet-FacilitiesMeeting-Rooms/Cedar-Rapids-Marriott-6063,,,,Banquet Facilities/Meeting Rooms,,cedarrapids,,,,,,,,,2022-12-08 11:22:15,
Greater Cedar Rapids Community Foundation,,,,324 3rd St SE,,IA,52401  1841,,(319) 366-2862,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/Banquet-FacilitiesMeeting-Rooms/Greater-Cedar-Rapids-Community-Foundation-6070,,,,Banquet Facilities/Meeting Rooms,,cedarrapids,,,,,,,,,2022-12-08 11:22:15,
Lion Bridge Brewing Company,,,,59 16th Avenue SW,,IA,52404,,(319) 200-4460,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/Banquet-FacilitiesMeeting-Rooms/Lion-Bridge-Brewing-Company-6073,,,,Banquet Facilities/Meeting Rooms,,cedarrapids,,,,,,,,,2022-12-08 11:22:15,
Cedar Ridge Winery & Distillery,,,,1441 Marak Rd,,IA,52338  9574,,(319) 857-4300,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/Banquet-FacilitiesMeeting-Rooms/Cedar-Ridge-Winery-Distillery-6065,,,,Banquet Facilities/Meeting Rooms,,cedarrapids,,,,,,,,,2022-12-08 11:22:15,
Waypoint Services,,,,318 5th St SE,,IA,52401  1601,,(319) 365-1458,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/Banquet-FacilitiesMeeting-Rooms/Waypoint-Services-6064,,,,Banquet Facilities/Meeting Rooms,,cedarrapids,,,,,,,,,2022-12-08 11:22:15,
Cedar Rapids Public Library,,,,450 5th Avenue SE,,IA,52401  1904,,(319) 261-7323,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/Banquet-FacilitiesMeeting-Rooms/Cedar-Rapids-Public-Library-6059,,,,Banquet Facilities/Meeting Rooms,,cedarrapids,,,,,,,,,2022-12-08 11:22:15,
Bloomsbury Farm,,,,3260 69th Street,,IA,52206  9610,,(319) 446-7667,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/Banquet-FacilitiesMeeting-Rooms/Bloomsbury-Farm-3795,,,,Banquet Facilities/Meeting Rooms,,cedarrapids,,,,,,,,,2022-12-08 11:22:15,
United Way of East Central Iowa,,,,"317 7th Ave SE, Ste 401",,IA,52401,,(319) 398-5372,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/Banquet-FacilitiesMeeting-Rooms/United-Way-of-East-Central-Iowa-6058,,,,Banquet Facilities/Meeting Rooms,,cedarrapids,,,,,,,,,2022-12-08 11:22:15,
Orchestra Iowa,,,,119 3rd Ave SE,,IA,52401  1403,,(319) 366-8206,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/Banquet-FacilitiesMeeting-Rooms/Orchestra-Iowa-6087,,,,Banquet Facilities/Meeting Rooms,,cedarrapids,,,,,,,,,2022-12-08 11:22:15,
Office Evolution,,,,"1120 Depot Lane SE, Suite 100",,IA,52401,,(319) 249-2017,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/Banquet-FacilitiesMeeting-Rooms/Office-Evolution-9286,,,,Banquet Facilities/Meeting Rooms,,cedarrapids,,,,,,,,,2022-12-08 11:22:15,
Cedar Rapids Museum of Art,,,,410 3rd Ave SE,,IA,52401,,(319) 366-7503,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/Banquet-FacilitiesMeeting-Rooms/Cedar-Rapids-Museum-of-Art-6057,,,,Banquet Facilities/Meeting Rooms,,cedarrapids,,,,,,,,,2022-12-08 11:22:15,
Cedar Rapids Metro Economic Alliance,,,,501 First St SE,,IA,52401  2011,,(319) 398-5317,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/Banquet-FacilitiesMeeting-Rooms/Cedar-Rapids-Metro-Economic-Alliance-6080,,,,Banquet Facilities/Meeting Rooms,,cedarrapids,,,,,,,,,2022-12-08 11:22:15,
National Czech & Slovak Museum & Library,,,,1400 Inspiration Place SW,,IA,52404  5918,,(319) 362-8500,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/Banquet-FacilitiesMeeting-Rooms/National-Czech-Slovak-Museum-Library-6056,,,,Banquet Facilities/Meeting Rooms,,cedarrapids,,,,,,,,,2022-12-08 11:22:15,
Theatre Cedar Rapids,,,,102 3rd St SE,,IA,52401  1246,,(319) 366-8592,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/Banquet-FacilitiesMeeting-Rooms/Theatre-Cedar-Rapids-6072,,,,Banquet Facilities/Meeting Rooms,,cedarrapids,,,,,,,,,2022-12-08 11:22:15,
Cedar Rapids Public Library - Ladd Library,,,,3750 Williams Blvd SW,,IA,52404,,(319) 261-7323,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/Banquet-FacilitiesMeeting-Rooms/Cedar-Rapids-Public-Library-Ladd-Library-6223,,,,Banquet Facilities/Meeting Rooms,,cedarrapids,,,,,,,,,2022-12-08 11:22:15,
Cedar Rapids Country Club,,,,550 27th St Dr SE,,IA,52403  1698,,(319) 363-9673,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/Banquet-FacilitiesMeeting-Rooms/Cedar-Rapids-Country-Club-6067,,,,Banquet Facilities/Meeting Rooms,,cedarrapids,,,,,,,,,2022-12-08 11:22:15,
CSPS,,,,1103 3rd St SE,,IA,52401  2305,,(319) 364-1580,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/Banquet-FacilitiesMeeting-Rooms/CSPS-9307,,,,Banquet Facilities/Meeting Rooms,,cedarrapids,,,,,,,,,2022-12-08 11:22:15,
Rosedale Park Event Center,,,,5977 Mount Vernon Rd SE,,IA,52403  7173,,(319) 261-0345,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/Banquet-FacilitiesMeeting-Rooms/Rosedale-Park-Event-Center-4933,,,,Banquet Facilities/Meeting Rooms,,cedarrapids,,,,,,,,,2022-12-08 11:22:15,
Twisters Gymnastics & GameOn Sports CR,,,,4625 Tower Terrace Rd. NE,,IA,52411,,(319) 350-9272,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/Banquet-FacilitiesMeeting-Rooms/Twisters-Gymnastics-GameOn-Sports-CR-9242,,,,Banquet Facilities/Meeting Rooms,,cedarrapids,,,,,,,,,2022-12-08 11:22:15,
The Olympic South Side Theater,,,,1202 3rd St SE Suite 200,,IA,52401,,(319) 214-0392,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/Banquet-FacilitiesMeeting-Rooms/The-Olympic-South-Side-Theater-9629,,,,Banquet Facilities/Meeting Rooms,,cedarrapids,,,,,,,,,2022-12-08 11:22:15,
Emery Place,,,,901 South Mentzer Road,,IA,52328,,(319) 929-2662,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/Assisted-Living/Emery-Place-6081,,,,Assisted Living,,cedarrapids,,,,,,,,,2022-12-08 11:22:17,
The Keystones of Cedar Rapids,,,,6126 Rockwell Drive NE,,IA,52402,,(319) 393-7900,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/Assisted-Living/The-Keystones-of-Cedar-Rapids-9514,,,,Assisted Living,,cedarrapids,,,,,,,,,2022-12-08 11:22:17,
CountryHouse,,,,5710 Gibson Drive NE,,IA,52411,,(319) 826-1094,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/Assisted-Living/CountryHouse-9271,,,,Assisted Living,,cedarrapids,,,,,,,,,2022-12-08 11:22:17,
Grand Living at Indian Creek,,,,325 Collins Rd SE,,IA,52403,,(319) 930-3250,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/Assisted-Living/Grand-Living-at-Indian-Creek-9266,,,,Assisted Living,,cedarrapids,,,,,,,,,2022-12-08 11:22:17,
The Views Senior Living of Cedar Rapids,,,,3005 F Ave NW,,IA,52405  2949,,(319) 294-9669,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/Assisted-Living/The-Views-Senior-Living-of-Cedar-Rapids-3642,,,,Assisted Living,,cedarrapids,,,,,,,,,2022-12-08 11:22:17,
Stoney Point Meadows Senior Living,,,,1900 Stoney Point Road SW,,IA,52404,,(319) 382-5080,,,,,Business,,,,https://web.cedarrapids.org/allcategories,https://web.cedarrapids.org/Assisted-Living/Stoney-Point-Meadows-Senior-Living-8458,,,,Assisted Living,,cedarrapids,,,,,,,,,2022-12-08 11:22:17,
