sku,description,detail_url,Price
5001634507,White Cotton Bath Towel Set,https://www.lowes.com/pd/Central-Park-Studios-Seymour-Textured-Basket-Weave-6-Piece-Bath-Towel-Set-in-White/5001634507,32.48
1000752094,Finest Luxury 50-in x 30-in Black Nylon Bath Rug,https://www.lowes.com/pd/Traditional-Finest-Luxury-50-in-x-30-in-Black-Nylon-Bath-Rug/1000752094,48.98
5001641465,6-Piece Merlot Cotton Bath Towel Set (Knightsbridge lines),https://www.lowes.com/pd/Knights-Bridge-Lines-6-piece-Jacquard-Yarn-Dyed-Towel-Set-Merlot/5001641465,26.98
5001796075,2-Piece Grey/White Stripes Turkish Cotton Beach Towel (Alara Hand),https://www.lowes.com/pd/Linum-Home-Textiles-Linum-Home-Textiles-100-Turkish-Cotton-Alara-Turkish-Pestemal-Hand-Guest-Towels-Set-of-2/5001796075,26.98
1002864210,Emerald Egyptian Cotton Bath Towel,https://www.lowes.com/pd/DII-Emerald-Shower-Wrap-Womens/1002864210,7.65
5000891085,8-Piece Silver Turkish Cotton Hand Towel (Vague),https://www.lowes.com/pd/Enchante-Home-Vague-Turkish-Cotton-8-pcs-Hand-Towels-Silver/5000891085,46.98
5000044929,Small Orange Polyester High Visibility Enhanced Visibility (Reflective) Safety Vest,https://www.lowes.com/pd/Pioneer-High-Visibility-Mesh-Safety-Vest-Reflective-Tape-9-Pockets-Orange-Unisex-S/5000044929,14.73
1001759474,2Xl/3Xl Green Polyester High Visibility Enhanced Visibility (Reflective) Safety Vest,https://www.lowes.com/pd/GloWear-2XL-3XL-Green-Polyester-High-Visibility-ANSI-Compliant-Reflective-Safety-Vest/1001759474,7.89
5005552907,Taupe Cotton Wash Cloth (allen + roth),https://www.lowes.com/pd/allen-roth-Taupe-Cotton-Wash-Cloth-allen-roth/5005552907,
5013218603,Chenille Shaggy 40-in x 24-in Natural Cotton Bath Rug,https://www.lowes.com/pd/Chenille-Shaggy-24X40-Bath-Rug-Natural/5013218603,17.69
5001232665,43.5-in to 72-in Chrome Tension Single Straight Adjustable Shower Rod,https://www.lowes.com/pd/Utopia-Alley-Utopia-Alley-72-in-Aluminum-Decorative-Finial-Tension-Rod-Chrome/5001232665,26.23
5000058479,2pc complete shower curtain with detachable liner 72-in L Sky Blue Solid Polyester Shower Curtain,https://www.lowes.com/pd/Dainty-Home-2pc-Shower-Curtain-Set/5000058479,35.48
5001567615,Magnifico Brushed Nickel Single Shower Hooks,https://www.lowes.com/pd/Fresca-Fresca-Magnifico-Robe-Hook-in-Brushed-Nickel/5001567615,40
5000286437,Snowball shower curtain 72-in L Snowball Polka Dot Polyester Shower Curtain,https://www.lowes.com/pd/Dainty-Home-Snowball-Shower-Curtain/5000286437,35.48
5013914101,BedVoyage Luxury viscose from Bamboo Cotton Bath Towel - Indigo,https://www.lowes.com/pd/BedVoyage-BedVoyage-Luxury-viscose-from-Bamboo-Cotton-Bath-Towel-Indigo/5013914101,36
5001795857,Royal Blue Turkish Cotton Beach Towel (Summer Fun- Starfish),https://www.lowes.com/pd/Linum-Home-Textiles-Linum-Home-Textiles-100-Turkish-Summer-Fun-Glittery-Starfish-Pestemal-Beach-Towel/5001795857,34.48
1001456928,2-Piece Blue/Cotton Cotton Hand Towel,https://www.lowes.com/pd/Laural-Home-Oceania-Hand-Towel-Set/1001456928,28.98
5005977507,Merry 2PK Hand Towel,https://www.lowes.com/pd/Merry-2PK-Hand-Towel/5005977507,17.99
5013060859,4-Piece Green Turkish Cotton Bath Towel (Bedazzle),https://www.lowes.com/pd/OZAN-PREMIUM-HOME-Ozan-Premium-Home-100-Genuine-Turkish-Cotton-Bedazzle-Bath-Towel-Set-of-4/5013060859,
5013565191,6-Piece Perfectly Pale Cotton Hand Towel (Brooklyn),https://www.lowes.com/pd/NY-Loft/5013565191,
5013123551,X-large Yellow Polyester High Visibility Safety Vest,https://www.lowes.com/pd/Ergodyne-8246Z-S-Lime-Two-Tone-Mesh-Vest-Type-R-Class-2-Single-Size/5013123551,13.74
5013123811,2Xl/3Xl Yellow Modacrylic/Aramid High Visibility Flame Resistant Safety Vest,https://www.lowes.com/pd/Ergodyne-8262FRZ-Lime-Hi-Vis-FR-Surveyor-Vest-Class-2-NFPA-70E-Mesh/5013123811,92.07
5013558741,Large Orange Polyester High Visibility Reflective Safety Vest,https://www.lowes.com/pd/Safety-Works/5013558741,
5000044913,Small Yellow Polyester High Visibility Enhanced Visibility (Reflective) Safety Vest,https://www.lowes.com/pd/Pioneer-High-Visibility-Tricot-Sleeved-Safety-Vest-Reflective-Tape-4-Pockets-Yellow-Green-Unisex-S/5000044913,
1001210896,Shower Curtain Rod Brackets in Satin Nickel,https://www.lowes.com/pd/Allied-Brass-Shower-Curtain-Rod-Brackets-in-Satin-Nickel/1001210896,80.84
5001233099,25-in to 33-in Brushed Nickel Fixed Single Straight Adjustable Shower Rod,https://www.lowes.com/pd/Utopia-Alley-Utopia-Alley-Rustproof-L-Shaped-Corner-Rod-Vertical-Ceiling-Support-Bar-Nickel/5001233099,27.28
1002517022,Regal 34-in x 21-in Blue/Grey Polyester Memory Foam Bath Rug,https://www.lowes.com/pd/Chesapeake-Merchandising-Chesapeake-MF-Allegro-Blue-Grey-2pc-Bath-Set-17-inx24-in-and-21-inx34-in/1002517022,30.98
5013060879,4-Piece Cream Turkish Cotton Bath Towel Set (Atlantis),https://www.lowes.com/pd/OZAN-PREMIUM-HOME-Ozan-Premium-Home-Atlantis-Collection-100-Turkish-Cotton-4-Pc-Towel-Sets/5013060879,
5001784281,4-Piece Seafoam Cotton Beach Towel,https://www.lowes.com/pd/Fibertone-Fibertone-4-Pack-Diamond-Bleach-Safe-Beach-Towels-in-Sea-Foam-60in-x-30in-95-Cotton-5-Polyester/5001784281,52.48
5001795757,Red and White Turkish Cotton Beach Towel (Herringbone- Rainbow Heart),https://www.lowes.com/pd/Linum-Home-Textiles-Linum-Home-Textiles-100-Turkish-Cotton-Herringbone-Cheerful-Rainbow-Heart-Pestemal-Beach-Towel/5001795757,34.48
5001750243,2-Piece Cotton Bath Towel Set (Shear Bliss),https://www.lowes.com/pd/Cannon-Shear-Bliss-Quick-Dry-2-Pack-Bath-Towels-Plum/5001750243,34.99
5001628345,White Cotton Bath Towel Set,https://www.lowes.com/pd/Heirloom-Manor-Amadour-with-Diagonal-Textured-Cuff-6-Piece-Bath-Towel-Set-in-White/5001628345,37.48
5000891031,8-Piece Anthracite Turkish Cotton Wash Cloth (Unique),https://www.lowes.com/pd/Enchante-Home-Unique-Turkish-Cotton-8-pcs-Wash-Towels-Anthracite/5000891031,28.48
5013123217,Medium Orange Polyester High Visibility Safety Vest,https://www.lowes.com/pd/Ergodyne-8249Z-S-Orange-Economy-Surveyors-Vest-Class-2-Single-Size/5013123217,10.32
1002977454,6-Piece Sage Green Cotton Bath Towel Set (Oxford),https://www.lowes.com/pd/Amrapur-Overseas-6-Piece-Yarn-Dyed-Towel-Set-Oxford-Sage-Green/1002977454,
1001756196,Small/Medium Orange Polyester High Visibility Enhanced Visibility (Reflective) Safety Vest,https://www.lowes.com/pd/GloWear-Small-Medium-Orange-Polyester-High-Visibility-ANSI-Compliant-Reflective-Safety-Vest/1001756196,6.98
1001759394,Small/Medium Orange Polyester High Visibility Enhanced Visibility (Reflective) Safety Vest,https://www.lowes.com/pd/GloWear-Small-Medium-Orange-Polyester-High-Visibility-ANSI-Compliant-Reflective-Safety-Vest/1001759394,10
1001750922,4Xl/5Xl Green Modacrylic/Aramid High Visibility Enhanced Visibility (Reflective) Flame Resistant Safety Vest,https://www.lowes.com/pd/GloWear-4XL-5XL-Green-Modacrylic-Aramid-High-Visibility-ANSI-Compliant-Reflective-Flame-Resistant-Safety-Vest/1001750922,122.75
1001758084,Small/Medium Orange Polyester High Visibility Enhanced Visibility (Reflective) Safety Vest,https://www.lowes.com/pd/GloWear-Small-Medium-Orange-Polyester-High-Visibility-ANSI-Compliant-Reflective-Safety-Vest/1001758084,22.47
1003197532,Large Orange Polyester High Visibility Enhanced Visibility (Reflective) Safety Vest,https://www.lowes.com/pd/Pioneer-High-Visibility-Fitted-Women-s-Surveyor-Safety-Vest-with-Mesh-Back-Panel-Reflective-Tape-9-Pockets-Orange-L/1003197532,20.94
5000890935,8-Piece Sand Turkish Cotton Hand Towel (Timaru),https://www.lowes.com/pd/Enchante-Home-Timaru-Turkish-Cotton-8-pcs-Hand-Towels-Sand/5000890935,48.48
5013498819,3-Piece Burgundy Cotton Bath Towel Set,https://www.lowes.com/pd/Ninety-Six-Zero-Twist-Light-Yellow-3-Piece-Cotton-Towel-Set/5013498819,36.98
5000890723,8-Piece Anthracite Turkish Cotton Hand Towel (Signature),https://www.lowes.com/pd/Enchante-Home-Signature-Turkish-Cotton-8-pcs-Hand-Towels-Anthracite/5000890723,51.98
1001758822,4Xl/5Xl Green Polyester High Visibility Enhanced Visibility (Reflective) Safety Vest,https://www.lowes.com/pd/GloWear-4XL-5XL-Green-Polyester-High-Visibility-ANSI-Compliant-Reflective-Safety-Vest/1001758822,26.23
5000890137,8-Piece Cream Turkish Cotton Wash Cloth (Enchasoft),https://www.lowes.com/pd/Enchante-Home-Enchasoft-Turkish-Cotton-8-pcs-Wash-Towels-Cream/5000890137,19.93
5001543591,6-Piece White Cotton Bath Towel Set (The Anderson 6-Piece towel set),https://www.lowes.com/pd/Welhome-The-Welhome-6-Piece-Anderson-Towel-Set/5001543591,
5001991701,One Size Fits Most Green Polyester High Visibility Enhanced Visibility (Reflective) Safety Vest,https://www.lowes.com/pd/Fleming-Supply-High-Visibility-Reflective-Vest-Fluorescent-Green-with-Silver-Stripe-Workwear-with-Hook-and-Loop-Closures-Outdoor-Safety-Gear-by-Fleming-Supply/5001991701,25.26
5000196603,White Cotton Bath Towel Set,https://www.lowes.com/pd/Style-Selections-5-piece-Towel-Set-White/5000196603,
1002921832,White Cotton Bath Towel Set (Martex Commercial Basic Towel),https://www.lowes.com/pd/WestPoint-Home-Martex-Commercial-Basic-White-6-Pack-Bath-Towel-Set/1002921832,
5000890539,16-Piece Beige Turkish Cotton Bath Towel Set (Monroe),https://www.lowes.com/pd/Enchante-Home-Monroe-Turkish-Cotton-16-pcs-Towel-Set-Beige/5000890539,
5001421923,Taupe Cotton Bath Towel Set (Towels),https://www.lowes.com/pd/Hastings-Home-Hastings-Home-6-Piece-Cotton-Bath-Towel-Set-Taupe/5001421923,43.48
5000891023,8-Piece Blue Turkish Cotton Hand Towel (Unique),https://www.lowes.com/pd/Enchante-Home-Unique-Turkish-Cotton-8-pcs-Hand-Towels-Blue/5000891023,65.98
5000890233,8-Piece Cream Turkish Cotton Wash Cloth (Glossy),https://www.lowes.com/pd/Enchante-Home-Glossy-Turkish-Cotton-8-pcs-Wash-Towels-Cream/5000890233,19.93
5000891017,6-Piece Silver Turkish Cotton Bath Towel Set (Unique),https://www.lowes.com/pd/Enchante-Home-Unique-Turkish-Cotton-6-pcs-Towel-Set-Silver/5000891017,71.98
5001628339,Quiet Shade Cotton Bath Towel Set,https://www.lowes.com/pd/Central-Park-Studios-Bellwood-6-Piece-Bath-Towel-Set-in-Quiet-Shade/5001628339,
5000044961,Medium Orange Polyester High Visibility Enhanced Visibility (Reflective) Safety Vest,https://www.lowes.com/pd/Pioneer-High-Visibility-Mesh-Safety-Vest-Reflective-Tape-Orange-Unisex-M/5000044961,7.95
5000891155,8-Piece Silver Turkish Cotton Wash Cloth (Veta),https://www.lowes.com/pd/Enchante-Home-Veta-Turkish-Cotton-8-pcs-Wash-Towels-Silver/5000891155,19.93
5000044851,Small/Medium Black Polyester High Visibility Enhanced Visibility (Reflective) Safety Vest,https://www.lowes.com/pd/Pioneer-High-Visibility-Tricot-Surveyor-Safety-Vest-with-Adjustable-Sides-Reflective-Tape-8-Pockets-Black-Unisex-S-M/5000044851,22.96
5000044713,Small Orange Polyester High Visibility Enhanced Visibility (Reflective) Safety Vest,https://www.lowes.com/pd/Pioneer-High-Visibility-Surveyor-Safety-Vest-with-Cool-Mesh-Back-Panel-Reflective-Tape-12-Pockets-Orange-Unisex-S/5000044713,28.89
5013256645,June 42-in to 72-in Orb Tension Single Straight Adjustable Shower Rod,https://www.lowes.com/pd/Popular-Bath/5013256645,49.98
5005411881,12-Pack Oil Rubbed Bronze Single Shower Rings,https://www.lowes.com/pd/Utopia-Alley-Utopia-Alley-Shower-Rings-Shower-Curtain-Rings-for-Bathroom-Rustproof-Zinc-Shower-Curtain-Hooks-Rings-Set-of-12-Oil-Rubbed-Bronze/5005411881,25.98
5001601975,Extra Large Green Polyester Enhanced Visibility (Reflective) Safety Vest,https://www.lowes.com/pd/BlackCanyon-Outfitters-BlackCanyon-Outfitters-Hi-Vis-Class-3-Zippered-Fleece-Jacket-Lime-x-Large/5001601975,29.99
5005411605,12-Pack Brushed Nickel Single Shower Rings,https://www.lowes.com/pd/Utopia-Alley-Utopia-Alley-Shower-Rings-Shower-Curtain-Rings-for-Bathroom-Rustproof-Zinc-Shower-Curtain-Hooks-Rings-Set-of-12-Brushed-Nickel/5005411605,25.98
5005410771,12-Pack Gold Single Shower Rings,https://www.lowes.com/pd/Utopia-Alley-Utopia-Alley-Shower-Rings-Shower-Curtain-Rings-for-Bathroom-Rustproof-Zinc-Shower-Curtain-Hooks-Rings-Set-of-12-Gold/5005410771,25.98
5000044927,Medium Orange Polyester High Visibility Enhanced Visibility (Reflective) Safety Vest,https://www.lowes.com/pd/Pioneer-High-Visibility-Mesh-Safety-Vest-Reflective-Tape-9-Pockets-Orange-Unisex-M/5000044927,14.87
5001980735,43.75-in to 72-in Bronze Fixed Single Curve Shower Rod,https://www.lowes.com/pd/Home-Basics-Steel-Curved-Shower-Rod-Bronze/5001980735,29.9
5013651941,72-in W x 72-in L Pink/Black/White Animal Print Polyester Shower Curtain,https://www.lowes.com/pd/Style-Quarters-Style-Quarters-One-of-a-Kind-Unicorn-Shower-Curtain/5013651941,
5005410867,12-Pack Gold Single Shower Rings,https://www.lowes.com/pd/Utopia-Alley-Utopia-Alley-Shower-Rings-Shower-Curtain-Rings-for-Bathroom-Rustproof-Zinc-Shower-Curtain-Hooks-Rings-Set-of-12-Gold/5005410867,26.98
5012925719,70-in W x 70-in L Clear Solid Mildew Resistant Eva/Peva Shower Liner,https://www.lowes.com/pd/Utopia-Alley-Utopia-Alley-70-in-x-72-in-3G-Clear-PEVA-Shower-Curtain-Liner/5012925719,8.99
5001751809,6-Piece Charcoal Cotton Bath Towel Set (Diamond Jacquard Towels),https://www.lowes.com/pd/Everplush-Everplush-Diamond-Jacquard-6-Piece-Bath-Sheet-Towel-Set-in-Charcoal/5001751809,
1001759886,Large/X-Large  Green Polyester High Visibility Enhanced Visibility (Reflective) Safety Vest,https://www.lowes.com/pd/GloWear-Large-X-Large-Green-Polyester-High-Visibility-ANSI-Compliant-Reflective-Safety-Vest/1001759886,10
5000044841,X-Large  Yellow Polyester High Visibility Enhanced Visibility (Reflective) Safety Vest,https://www.lowes.com/pd/Pioneer-High-Visibility-Zip-Up-Snap-Tear-Away-Surveyor-Safety-Vest-Reflective-Tape-4-Pockets-Yellow-Green-Unisex-XL/5000044841,
1001759064,Large/X-Large  Orange Polyester High Visibility Enhanced Visibility (Reflective) Safety Vest,https://www.lowes.com/pd/GloWear-Large-X-Large-Orange-Polyester-High-Visibility-ANSI-Compliant-Reflective-Safety-Vest/1001759064,8.91
1001858344,Large/X-Large  Green Polyester High Visibility Enhanced Visibility (Reflective) Safety Vest,https://www.lowes.com/pd/GloWear-Large-X-large-Green-Polyester-High-Visibility-ANSI-Compliant-Reflective-Safety-Vest/1001858344,16.42
1001758574,4Xl/5Xl Orange Polyester High Visibility Enhanced Visibility (Reflective) Safety Vest,https://www.lowes.com/pd/GloWear-4XL-5XL-Orange-Polyester-High-Visibility-ANSI-Compliant-Reflective-Safety-Vest/1001758574,9.62
1001750762,Large/X-Large  Green Modacrylic/Aramid High Visibility Enhanced Visibility (Reflective) Flame Resistant Safety Vest,https://www.lowes.com/pd/GloWear-Large-X-Large-Green-Modacrylic-Aramid-High-Visibility-ANSI-Compliant-Reflective-Flame-Resistant-Safety-Vest/1001750762,103.45
1001758820,2Xl/3Xl Green Polyester High Visibility Enhanced Visibility (Reflective) Safety Vest,https://www.lowes.com/pd/GloWear-2XL-3XL-Green-Polyester-High-Visibility-ANSI-Compliant-Reflective-Safety-Vest/1001758820,9.45
5013718163,70-in W x 72-in L Navy Medallion Cotton Shower Curtain,https://www.lowes.com/pd/Dainty-Home-SHOWER-CURTAIN/5013718163,39.98
5013718275,70-in W x 72-in L Silver Striped Mildew Resistant Polyester Shower Curtain,https://www.lowes.com/pd/Dainty-Home-SHOWER-CURTAIN/5013718275,39.98
5013718179,70-in W x 72-in L Navy Striped Mildew Resistant Polyester Shower Curtain,https://www.lowes.com/pd/Dainty-Home-SHOWER-CURTAIN/5013718179,39.98
1003050220,12-Pack Chrome Single Shower Rings,https://www.lowes.com/pd/Bath-Bliss-Bath-Bliss-12-Pack-Shower-Curtain-Rings-in-Chrome/1003050220,
1002778610,24-in to 40-in Chrome Tension Single Straight Adjustable Shower Rod,https://www.lowes.com/pd/American-Pride-24-in-40-in-Chrome-Tension-Single-Straight-Shower-Rod/1002778610,
1001749162,Large/X-Large  Green Polyester High Visibility Enhanced Visibility (Reflective) Safety Vest,https://www.lowes.com/pd/GloWear-Large-X-Large-Green-Polyester-High-Visibility-ANSI-Compliant-Reflective-Safety-Vest/1001749162,8.97
5005409715,12-Pack Black Single Shower Rings,https://www.lowes.com/pd/Utopia-Alley-Utopia-Alley-Shower-Rings-Shower-Curtain-Rings-for-Bathroom-Rustproof-Zinc-Shower-Curtain-Hooks-Rings-Set-of-12-Matt-Black/5005409715,21.98
1003262642,Medici Shower 72-in L Medici Fishscale Gray Wave Mildew Resistant Cotton Shower Curtain,https://www.lowes.com/pd/Duck-River-Textile-Medici-Fishscale-100-Cotton-Shower-Curtain/1003262642,20.17
5001232715,12-Pack Brushed Nickel Double Shower Hooks,https://www.lowes.com/pd/Utopia-Alley-Utopia-Alley-Double-Roller-Shower-Hook-Brushed-Nickel/5001232715,22.33
5001795849,Sky Blue Turkish Cotton Beach Towel (Sea Breeze),https://www.lowes.com/pd/Linum-Home-Textiles-Linum-Home-Textiles-100-Turkish-Cotton-Sea-Breeze-Pestemal-Beach-Towel/5001795849,22.98
5005489187,Gray Cotton Bath Towel,https://www.lowes.com/pd/allen-roth-30-In-x-54-In-Bath-Towel-Color-Gray/5005489187,
5001796229,Coral Turkish Cotton Beach Towel (Summer Fun- Rainbow Heart),https://www.lowes.com/pd/Linum-Home-Textiles-Linum-Home-Textiles-100-Turkish-Cotton-Summer-Fun-Cheerful-Rainbow-Heart-Pestemal-Beach-Towel/5001796229,34.48
5001746589,6-Piece Flax Cotton Bath Towel Set (The Welhome 6-Piece ideal towel set),https://www.lowes.com/pd/Welhome-The-Welhome-6-Piece-Ideal-Towel-Set/5001746589,
