Brand_id,Brand_name,Date,Brand_url,Image_url
12,Etsy,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9636-etsy,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9636/original/etsy-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
13,Staples,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9571-staples,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9571/original/staples-account-dashboard.jpg?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
14,Snowe,2021 Q4-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9774-snowe,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9774/original/snowe-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
15,IKEA,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9545-ikea,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9545/original/ikea-account-dashboard.jpg?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
16,Victoria’s Secret,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9623-victorias-secret,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9623/original/victoria-s-secret-account-dashboard.jpg?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
17,Office Depot,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9631-office-depot,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9631/original/office-depot-account-dashboard.jpg?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
18,Best Buy,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9641-best-buy,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9641/original/best-buy-account-dashboard.jpg?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
19,Nike,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9553-nike,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9553/original/nike-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
20,Sears,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9646-sears,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9646/original/sears-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
21,Kohl’s,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9650-kohls,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9650/original/kohl-s-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
22,Bespoke Post,2022 Q1-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/11072-bespoke-post,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/11072/original/Account_Dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
23,Target,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9581-target,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9581/original/target-account-dashboard.jpg?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
24,Home Depot,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9585-home-depot,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9585/original/home-depot-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
25,Walmart,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9576-walmart,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9576/original/walmart-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
26,ASOS,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9534-asos,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9534/original/asos-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
27,B&H Photo,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9542-bh-photo,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9542/original/b-h-photo-account-dashboard-address-book-stored-credit-cards.jpg?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
28,Crutchfield,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9549-crutchfield,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9549/original/crutchfield-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
29,H&M,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9618-hm,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9618/original/h-m-account-dashboard.jpg?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
30,Everlane,2021 Q4-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9781-everlane,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9781/original/everlane-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
31,Away,2021 Q4-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9778-away,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9778/original/away-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
32,L.L. Bean,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9463-ll-bean,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9463/original/l-l-bean-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
33,American Eagle,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9514-american-eagle-outfitters,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9514/original/american-eagle-outfitters-account-dashboard-address-book-stored-credit-cards.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
34,Anine Bing,2021 Q4-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9784-anine-bing,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9784/original/anine-bing-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
35,Dell,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9454-dell,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9454/original/dell-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
36,Microsoft,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9445-microsoft,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9445/original/microsoft-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
37,Williams Sonoma,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9431-williams-sonoma,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9431/original/williams-sonoma-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
38,Neiman Marcus,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9655-neiman-marcus,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9655/original/neiman-marcus-account-dashboard.jpg?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
39,Twice,2021 Q4-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9791-twice,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9791/original/twice-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
40,GAP,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9467-gap,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9467/original/gap-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
41,John Lewis,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9484-john-lewis,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9484/original/john-lewis-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
42,Overstock,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9504-overstock,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9504/original/overstock-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
43,Marks & Spencer,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9489-marks-spencer,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9489/original/marks-spencer-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
44,Walgreens,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9605-walgreen-co,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9605/original/walgreens-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
45,Urban Outfitters,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9459-urban-outfitters,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9459/original/urban-outfitters-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
46,J.C. Penney,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9474-jc-penney,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9474/original/j-c-penney-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
47,Northern Tool,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9413-northern-tool,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9413/original/northern-tool-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
48,Argos,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9494-argos,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9494/original/argos-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
49,Nordstrom,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9610-nordstrom,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9610/original/nordstrom-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
50,Fitbit,2021 Q4-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9787-fitbit,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9787/original/fitbit-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
51,Crate & Barrel,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9426-crate-barrel,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9426/original/crate-barrel-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
52,HP,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9450-hp,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9450/original/hp-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
53,Grainger,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9421-grainger,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9421/original/grainger-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
54,Hayneedle,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9435-hayneedle,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9435/original/hayneedle-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
55,Cabela’s,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9529-cabelas,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9529/original/cabela-s-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
56,Zalando,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9563-zalando,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9563/original/zalando-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
57,GoPro,2021 Q4-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9789-gopro,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9789/original/gopro-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
58,Lowe’s,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9440-lowes,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9440/original/lowe-s-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
59,Costco,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9509-costco,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9509/original/costco-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
60,Disney Store,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9628-disney-store,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9628/original/disney-store-account-dashboard-address-book-stored-credit-cards-newsletter-management.jpg?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
61,Debenhams,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9615-debenhams,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9615/original/debenhams-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
62,Kid & Coe,2022 Q1-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/11193-kidandcoe,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/11193/original/dashboard-f89630f3b5960aaa7400a1479314d502.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
63,Trip.com,2022 Q2-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/11479-trip-com,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/11479/original/dashboard-ccafa46f74f839f17636dc2b7801da89.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
64,Our Place,2021 Q4-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9772-our-place,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9772/original/our-place-account-dashboard-orders-overview.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
65,Adidas,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9567-adidas,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9567/original/adidas-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
66,REI,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9479-rei,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9479/original/rei-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
67,Expedia,2022 Q1-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/11434-expedia,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/11434/original/dashboard-ce93df246491b02c87bd2fb34aa8ff4f.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
68,Harry’s,2021 Q4-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9790-harrys,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9790/original/harry-s-account-dashboard-address-book-stored-credit-cards.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
69,Backdrop,2021 Q4-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9775-backdrop,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9775/original/backdrop-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
70,Booking.com,2022 Q1-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/10323-booking-com,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/10323/original/booking.com_dash.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
71,Gilt,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9526-gilt,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9526/original/gilt-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
72,Musician’s Friend,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9499-musicians-friend,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9499/original/musician-s-friend-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
73,DoorDash,2022 Q2-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/11508-doordash,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/11508/original/Group%2065-abecf7b81e5156098fc4718506efca45.png?w=150&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
74,Apple,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9539-apple,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9539/original/apple-account-dashboard-address-book-stored-credit-cards.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
75,Airbnb,2022 Q1-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/10362-airbnb,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/10362/original/airbnb_account_dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
76,Tesco,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9517-tesco,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9517/original/tesco-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
77,Newegg,2021 Q3-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/9521-newegg,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/9521/original/newegg-account-dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
78,Esmé Hotel,2022 Q1-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/10954-esme-hotel,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/10954/original/esme_dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
79,Shangri-La,2022 Q1-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/10851-shangri-la,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/10851/original/shangrila_dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
80,Hyatt,2022 Q1-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/10480-Hyatt,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/10480/original/hyatt_dashboard.png?w=250&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
81,Uber Eats,2022 Q1-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/11401-uber-eats,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/11401/original/Account%20Dash-a2313ea76c89a0e4bb4a47b55b96d5ac.png?w=150&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
82,McDonalds,2022 Q1-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/11404-mcdonalds,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/11404/original/Acc%20Dash-1dd1f8f1a5d23a315de4ee5698a41e0e.png?w=150&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
83,Domino’s Pizza,2022 Q1-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/11407-dominos-pizza,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/11407/original/dash-f048ba16b60685a99811ae4c73b1faba.png?w=150&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
84,Deliveroo,2022 Q1-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/11409-deliveroo,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/11409/original/acc-962094b12bacc94b5468da044f6fa4c0.png?w=150&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
85,Burger King,2022 Q1-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/11413-burger-king,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/11413/original/account-23b41866353caabffb3ed417bae8baea.png?w=150&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
86,Just Eat,2022 Q1-Desktop,https://baymard.com/ecommerce-design-examples/58-account-dashboard/11399-just-eat,https://baymard-assets.imgix.net/benchmark_webpages/screenshots/11399/original/Group-34-774c9266adde3ddff4cf8ff3d9bf205c.png?w=150&h=250&dpr=2&auto=format&q=50&fit=crop&crop=focalpoint&fp-x=0.5&fp-y=0
